184125				Stefano Spanio di Spilimbergo	profile/Stefano_Spanio_di_Spilimbergo				f	2016-02-10 15:45:17.412589	2016-02-10 15:45:17.412589
184126				tsung-te Chung	profile/Tsung-te_Chung				f	2016-02-10 15:45:18.213662	2016-02-10 15:45:18.213662
184127				Max D Kauther	profile/Max_Kauther				f	2016-02-10 15:45:23.055505	2016-02-10 15:45:23.055505
184128				Marcus Jäger	profile/Marcus_Jaeger				f	2016-02-10 15:45:24.526837	2016-02-10 15:45:24.526837
184130				Isabelle Verrier	profile/Isabelle_Verrier				f	2016-02-10 15:45:25.774164	2016-02-10 15:45:25.774164
184131				Yves Jourlin	profile/Yves_Jourlin				f	2016-02-10 15:45:26.211099	2016-02-10 15:45:26.211099
184132				Alain Trouillet	profile/Alain_Trouillet				f	2016-02-10 15:45:26.453771	2016-02-10 15:45:26.453771
184133				Svetlen Tonchev	profile/Svetlen_Tonchev				f	2016-02-10 15:45:26.704172	2016-02-10 15:45:26.704172
184134				Olivier Parriaux	profile/Olivier_Parriaux2				f	2016-02-10 15:45:27.188699	2016-02-10 15:45:27.188699
184136				Maria A. Loi	profile/Maria_Loi				f	2016-02-10 15:45:27.870739	2016-02-10 15:45:27.870739
184137				Thomas W Holcombe	profile/Thomas_Holcombe				f	2016-02-10 15:45:28.225513	2016-02-10 15:45:28.225513
184138				Satria Zulkarnaen	profile/Satria_Zulkarnaen				f	2016-02-10 15:45:28.682799	2016-02-10 15:45:28.682799
184139				He Wang	profile/He_Wang7				f	2016-02-10 15:45:28.936451	2016-02-10 15:45:28.936451
184140				Paul S Rennie	profile/Paul_Rennie				f	2016-02-10 15:45:29.895026	2016-02-10 15:45:29.895026
184141				Ladan Fazli	profile/Ladan_Fazli				f	2016-02-10 15:45:30.232121	2016-02-10 15:45:30.232121
184142				Amy A Lubik	profile/Amy_Lubik				f	2016-02-10 15:45:30.544727	2016-02-10 15:45:30.544727
184144				Mark A Talamini	profile/Mark_Talamini				f	2016-02-10 15:45:32.301354	2016-02-10 15:45:32.301354
184145				Sharmeela Kaushal	profile/Sharmeela_Kaushal				f	2016-02-10 15:45:32.574012	2016-02-10 15:45:32.574012
184146				Cristina A Metildi	profile/Cristina_Metildi				f	2016-02-10 15:45:32.827945	2016-02-10 15:45:32.827945
184147				Hop Sanderson Tran Cao	profile/Hop_Tran_Cao				f	2016-02-10 15:45:33.082661	2016-02-10 15:45:33.082661
184148				Hiroaki Kimura	profile/Hiroaki_Kimura3				f	2016-02-10 15:45:33.36818	2016-02-10 15:45:33.36818
184150				Andrew Tolmie	profile/Andrew_Tolmie				f	2016-02-10 15:45:33.920109	2016-02-10 15:45:33.920109
184151				Donald Christie	profile/Donald_Christie				f	2016-02-10 15:45:34.198249	2016-02-10 15:45:34.198249
184152				Donna Mcwilliam	profile/Donna_Mcwilliam				f	2016-02-10 15:45:34.523102	2016-02-10 15:45:34.523102
184153				Hugh Foot	profile/Hugh_Foot				f	2016-02-10 15:45:34.981321	2016-02-10 15:45:34.981321
184155				Gunnevi Sundelin	profile/Gunnevi_Sundelin				f	2016-02-10 15:45:36.224539	2016-02-10 15:45:36.224539
92024	3324238	1162	5546	Christopher J Salgado	profile/Christopher_Salgado	http://i1.rgstatic.net/i/profile/3deec543fdffa523d0_l_298f2.jpg			t	2016-02-09 20:29:23.355539	2016-02-10 15:45:16.942394
184154	3334458	301	14702	Christina Ahlgren	profile/Christina_Ahlgren	http://i1.rgstatic.net/i/profile/72e7e5252ba37a5fc9_l_7226f.jpg			t	2016-02-10 15:45:36.055871	2016-02-10 15:45:36.108978
184104	3336904	3214	16784	Claus Klingenberg	profile/Claus_Klingenberg	http://i1.rgstatic.net/i/profile/3deec5202dd0e01e9c_l_c5bb1.jpg	MD, PhD	Lead consultant/professor	t	2016-02-10 15:45:07.849443	2016-02-10 15:45:07.904723
184135	3361427	1620		Claudia Piliego	profile/Claudia_Piliego3	http://i1.rgstatic.net/i/profile/d922b4e75ab7579a2d_l_ca488.jpg			t	2016-02-10 15:45:27.699109	2016-02-10 15:45:27.754693
184143	3343503	6488		Claudia Lee	profile/Claudia_Lee2	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:45:32.068895	2016-02-10 15:45:32.170946
184109	3354606	6486		Chun Yao Chen	profile/Chun_Yao_Chen	http://i1.rgstatic.net/i/profile/32bfe50e70625545a4_l_dfa6b.jpg	Ph. D.		t	2016-02-10 15:45:10.924377	2016-02-10 15:45:10.976609
184129	3355146	2103		C. Veillas	profile/C_Veillas	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:45:25.609161	2016-02-10 15:45:25.663973
182650	3341959	33		C.M. Snowden	profile/CM_Snowden	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg	BSc, MSc, PhD, FRS, FREng, FIET, Fellow IEEE, FCGI	President and Vice-Chancellor	t	2016-02-10 15:31:40.289863	2016-02-10 15:45:21.235276
21483	3361814	6487	16786	Christine J. Small	profile/Christine_Small	http://i1.rgstatic.net/i/profile/ef3175338708a12354_l_390c7.jpg	BS, MS, PhD		t	2016-02-09 16:31:37.337818	2016-02-10 15:45:15.293037
184115	3367930	1140	16785	Christopher F. Green	profile/Christopher_Green14	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:45:12.744473	2016-02-10 15:45:12.797225
184149	3377131	591	6715	Christine Howe	profile/Christine_Howe2	http://i1.rgstatic.net/i/profile/e0b49536a11d908191_l_6f326.jpg			t	2016-02-10 15:45:33.778289	2016-02-10 15:45:33.823567
184156				Anncristine Fjellman Wiklund	profile/Anncristine_Fjellman_Wiklund				f	2016-02-10 15:45:36.592227	2016-02-10 15:45:36.592227
184157				Gunilla Stenberg	profile/Gunilla_Stenberg				f	2016-02-10 15:45:36.927358	2016-02-10 15:45:36.927358
184158				Therese Stenlund	profile/Therese_Stenlund				f	2016-02-10 15:45:37.480757	2016-02-10 15:45:37.480757
184159				Bernt Lindahl	profile/Bernt_Lindahl				f	2016-02-10 15:45:37.949337	2016-02-10 15:45:37.949337
184161				Naoro Tanaka	profile/Naoro_Tanaka				f	2016-02-10 15:45:39.560563	2016-02-10 15:45:39.560563
184162				Andrew J Cole	profile/Andrew_Cole4				f	2016-02-10 15:45:40.240037	2016-02-10 15:45:40.240037
184164				Jianghua Sun	profile/Jianghua_Sun				f	2016-02-10 15:45:41.149321	2016-02-10 15:45:41.149321
184165				Camilo Salazar	profile/Camilo_Salazar				f	2016-02-10 15:45:41.480548	2016-02-10 15:45:41.480548
184166				Jesus Mavarez	profile/Jesus_Mavarez				f	2016-02-10 15:45:41.998248	2016-02-10 15:45:41.998248
184167				Mauricio Linares	profile/Mauricio_Linares				f	2016-02-10 15:45:42.332518	2016-02-10 15:45:42.332518
184168				Eldredge Bermingham	profile/Eldredge_Bermingham				f	2016-02-10 15:45:42.671327	2016-02-10 15:45:42.671327
184170				Ricardo Valenzuela	profile/Ricardo_Valenzuela3				f	2016-02-10 15:45:43.29312	2016-02-10 15:45:43.29312
184171				Sigfrido Sierra	profile/Sigfrido_Sierra				f	2016-02-10 15:45:43.600245	2016-02-10 15:45:43.600245
184172				Roberto Garibay-Orijel	profile/Roberto_Garibay-Orijel				f	2016-02-10 15:45:43.893959	2016-02-10 15:45:43.893959
184173				Felipe Ruan-Soto	profile/Felipe_Ruan-Soto				f	2016-02-10 15:45:44.187046	2016-02-10 15:45:44.187046
184174				Ricardo Garcia-Sandoval	profile/Ricardo_Garcia-Sandoval				f	2016-02-10 15:45:44.457577	2016-02-10 15:45:44.457577
184176				Terrence R Stanford	profile/Terrence_Stanford				f	2016-02-10 15:45:45.704192	2016-02-10 15:45:45.704192
184177				Emilio Salinas	profile/Emilio_Salinas				f	2016-02-10 15:45:45.989855	2016-02-10 15:45:45.989855
184178				Justin Rawley	profile/Justin_Rawley				f	2016-02-10 15:45:46.258605	2016-02-10 15:45:46.258605
184180				Allyson J Bennett	profile/Allyson_Bennett				f	2016-02-10 15:45:47.058368	2016-02-10 15:45:47.058368
184181		4667		Christoph Zöckler	profile/Christoph_Zoeckler	http://i1.rgstatic.net/i/profile/72e7e515073c698356_l_769e8.jpg	Dr.	Senior Advisor and Fellow	t	2016-02-10 15:45:47.496078	2016-02-10 15:45:47.561004
184182				Sven Jonasson	profile/Sven_Jonasson				f	2016-02-10 15:45:47.68447	2016-02-10 15:45:47.68447
184183				Margareta Johansson	profile/Margareta_Johansson2				f	2016-02-10 15:45:48.896328	2016-02-10 15:45:48.896328
184184				Muhammad Tahir	profile/Muhammad_Tahir52				f	2016-02-10 15:45:52.492387	2016-02-10 15:45:52.492387
184186				Christine Pfund	profile/Christine_Pfund				f	2016-02-10 15:45:53.001865	2016-02-10 15:45:53.001865
184187				Jennifer Sheridan	profile/Jennifer_Sheridan				f	2016-02-10 15:45:53.309378	2016-02-10 15:45:53.309378
184188				Lewis Allen Phelps	profile/Lewis_Phelps				f	2016-02-10 15:45:53.591302	2016-02-10 15:45:53.591302
184189				Robin Lynn Wright	profile/Robin_Wright5				f	2016-02-10 15:45:53.875838	2016-02-10 15:45:53.875838
184191				Kathleen E Morrison	profile/Kathleen_Morrison2				f	2016-02-10 15:45:58.297086	2016-02-10 15:45:58.297086
184192				Paul van Giersbergen	profile/Paul_Van_Giersbergen				f	2016-02-10 15:45:58.609301	2016-02-10 15:45:58.609301
184193				Sandra Yang	profile/Sandra_Yang				f	2016-02-10 15:45:59.035934	2016-02-10 15:45:59.035934
184194				Joe T R Clarke	profile/Joe_Clarke2				f	2016-02-10 15:45:59.529973	2016-02-10 15:45:59.529973
184195				Jasper Dingemanse	profile/Jasper_Dingemanse				f	2016-02-10 15:46:00.043976	2016-02-10 15:46:00.043976
184199				Ignace Adolfo Moya	profile/Ignace_Moya				f	2016-02-10 15:46:06.569149	2016-02-10 15:46:06.569149
184200				Morshed Alam Chowdhury	profile/Morshed_Chowdhury				f	2016-02-10 15:46:06.847557	2016-02-10 15:46:06.847557
184202				Iain Drummond	profile/Iain_Drummond2				f	2016-02-10 15:46:08.53599	2016-02-10 15:46:08.53599
184203				David R Beier	profile/David_Beier				f	2016-02-10 15:46:08.847053	2016-02-10 15:46:08.847053
184204				David Canes	profile/David_Canes				f	2016-02-10 15:46:09.33909	2016-02-10 15:46:09.33909
184205				Patricia Bordes	profile/Patricia_Bordes				f	2016-02-10 15:46:11.641623	2016-02-10 15:46:11.641623
184206				Marie-Pierre Castanié-Cornet	profile/Marie-Pierre_Castanie-Cornet				f	2016-02-10 15:46:11.929532	2016-02-10 15:46:11.929532
184207				Anne Francez-Charlot	profile/Anne_Francez-Charlot				f	2016-02-10 15:46:12.236222	2016-02-10 15:46:12.236222
184209				Yasmin Mossavar-Rahmani	profile/Yasmin_Mossavar-Rahmani				f	2016-02-10 15:46:14.487559	2016-02-10 15:46:14.487559
184210				Lesley F Tinker	profile/Lesley_Tinker				f	2016-02-10 15:46:15.190613	2016-02-10 15:46:15.190613
184211				Oscar J Bienvenu	profile/Oscar_Bienvenu				f	2016-02-10 15:46:15.545084	2016-02-10 15:46:15.545084
184213				clément Falaise	profile/Clement_Falaise				f	2016-02-10 15:46:16.625183	2016-02-10 15:46:16.625183
184214				Jérome Marrot	profile/Jerome_Marrot				f	2016-02-10 15:46:17.203707	2016-02-10 15:46:17.203707
184215				Arnaud Beaurain	profile/Arnaud_Beaurain				f	2016-02-10 15:46:17.505966	2016-02-10 15:46:17.505966
184216				Amanda J Ullman	profile/Amanda_Ullman				f	2016-02-10 15:46:20.759415	2016-02-10 15:46:20.759415
184160	3323818	1263	8243	Claus Reinsberger	profile/Claus_Reinsberger	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:45:39.349684	2016-02-10 15:45:39.433577
184163	3328584	1240		Christian Salcedo	profile/Christian_Salcedo	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg	BSc, MS, PhD	IPM Manager	t	2016-02-10 15:45:40.983842	2016-02-10 15:45:41.040353
184190	3328738	177	16788	Christopher P Morgan	profile/Christopher_Morgan5	http://i1.rgstatic.net/i/profile/72e7e52dd35bcd11cf_l_8a024.jpg			t	2016-02-10 15:45:58.152952	2016-02-10 15:45:58.202981
184175	3330815	2245		Christos Constantinidis	profile/Christos_Constantinidis	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:45:45.527175	2016-02-10 15:45:45.596722
57084	3331434	5413		Chiuanbao Cao	profile/Chiuanbao_Cao	http://i1.rgstatic.net/i/profile/60b7d548c3ad82a30d_l_2cea1.jpg			t	2016-02-09 18:28:24.958225	2016-02-10 15:45:50.784764
184169	3335145	775	5841	Joaquin Cifuentes	profile/Joaquin_Cifuentes	http://i1.rgstatic.net/i/profile/9c9605296fbbe1519b_l_67273.jpg	Ph. D. Sciences (Biology)		t	2016-02-10 15:45:43.121607	2016-02-10 15:45:43.173183
184179	3345307	912	20861	Albert Compte	profile/Albert_Compte	http://i1.rgstatic.net/i/profile/79e415127bba946c0f_l_e14d2.jpg	PhD		t	2016-02-10 15:45:46.685574	2016-02-11 03:25:38.878231
184212	3338827	6489		Christophe Volkringer	profile/Christophe_Volkringer	http://i1.rgstatic.net/i/profile/3deec534ec0fa22e59_l_3a5ee.jpg	Ph.D	assistant professor	t	2016-02-10 15:46:16.260186	2016-02-10 15:46:16.307292
184208	3343746	2988	16790	Chongzhi Di	profile/Chongzhi_Di	http://i1.rgstatic.net/i/profile/504635228cfc0032b5_l_acc4c.jpg	PhD		t	2016-02-10 15:46:14.066892	2016-02-10 15:46:14.127533
27446	3336587	990		Claire M Rickard	profile/Claire_Rickard	http://i1.rgstatic.net/i/profile/79e41513900d5da6e1_l_81d18.jpg	RN, PhD	Director	t	2016-02-09 16:49:31.654542	2016-02-10 15:46:19.180438
184201	3345502	2552		Christina Austin-Tse	profile/Christina_Austin-Tse2	http://i1.rgstatic.net/i/profile/50463546f60a732893_l_ade26.jpg	PhD	Clinical Genetics Specialist	t	2016-02-10 15:46:08.393548	2016-02-10 15:46:08.441707
184198	3346581			Christopher P Phenix	profile/Christopher_Phenix	http://i1.rgstatic.net/i/profile/3deec53722309ccff7_l_9e9a1.jpg		Scientist	t	2016-02-10 15:46:06.174931	2016-02-10 15:46:06.2269
184196	3349055	114	17688	João Aristeu da Rosa	profile/Joao_Da_Rosa	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:46:01.769405	2016-02-10 18:08:26.483615
182841	3328483	593	3492	Christopher Day	profile/Christopher_Day	http://i1.rgstatic.net/i/profile/d912f5124b8b0f2d89_l_c9e6e.jpg			t	2016-02-10 15:33:35.260253	2016-02-10 15:46:04.665698
184218				Jeffrey S Wagener	profile/Jeffrey_Wagener				f	2016-02-10 15:46:21.377148	2016-02-10 15:46:21.377148
184219				Gregory S Sawicki	profile/Gregory_Sawicki				f	2016-02-10 15:46:22.064824	2016-02-10 15:46:22.064824
184221				Mary Regina Boland	profile/Mary_Regina_Boland				f	2016-02-10 15:46:22.70161	2016-02-10 15:46:22.70161
184222				Suzanne Bakken	profile/Suzanne_Bakken2				f	2016-02-10 15:46:23.011248	2016-02-10 15:46:23.011248
184223				John H Gennari	profile/John_Gennari				f	2016-02-10 15:46:23.34815	2016-02-10 15:46:23.34815
184224				Zhihui Luo	profile/Zhihui_Luo				f	2016-02-10 15:46:23.679536	2016-02-10 15:46:23.679536
184225				Nicole Weiskopf	profile/Nicole_Weiskopf				f	2016-02-10 15:46:23.992734	2016-02-10 15:46:23.992734
184226		6490		Chuma Ezedinma	profile/Chuma_Ezedinma2	http://i1.rgstatic.net/i/profile/3deec5412d6e95fe21_l_68d8e.jpg	PhD		t	2016-02-10 15:46:24.630929	2016-02-10 15:46:24.725
184227				R. U. Okechukwu	profile/R_Okechukwu				f	2016-02-10 15:46:24.848762	2016-02-10 15:46:24.848762
184228				A. G. O. Dixon	profile/A_Dixon				f	2016-02-10 15:46:25.126236	2016-02-10 15:46:25.126236
184230				Paul Ilona	profile/Paul_Ilona				f	2016-02-10 15:46:25.740628	2016-02-10 15:46:25.740628
184231				Abdou Tenkouano	profile/Abdou_Tenkouano				f	2016-02-10 15:46:25.998126	2016-02-10 15:46:25.998126
184232		1281		Claudia Maria Neuhauser	profile/Claudia_Neuhauser	http://i1.rgstatic.net/i/profile/ef3175373d887c4c04_l_4d041.jpg	PhD	Director and Professor	t	2016-02-10 15:46:28.302941	2016-02-10 15:46:28.355898
184233				Nicolas Lanchier	profile/Nicolas_Lanchier				f	2016-02-10 15:46:28.464321	2016-02-10 15:46:28.464321
184234				Rick Durrett	profile/Rick_Durrett				f	2016-02-10 15:46:28.753368	2016-02-10 15:46:28.753368
184235				Robert A Sikkink	profile/Robert_Sikkink				f	2016-02-10 15:46:29.009419	2016-02-10 15:46:29.009419
184236				David Andow	profile/David_Andow				f	2016-02-10 15:46:29.41882	2016-02-10 15:46:29.41882
184238				Robert C O'Reilly	profile/Robert_OReilly				f	2016-02-10 15:46:32.588638	2016-02-10 15:46:32.588638
184239				Rachel A. Joseph	profile/Rachel_Joseph4				f	2016-02-10 15:46:32.868854	2016-02-10 15:46:32.868854
184241				Grant Ritter	profile/Grant_Ritter2				f	2016-02-10 15:46:35.28927	2016-02-10 15:46:35.28927
184242				Sharon Reif	profile/Sharon_Reif				f	2016-02-10 15:46:35.571904	2016-02-10 15:46:35.571904
184243				Jon Arsen Chilingerian	profile/Jon_Chilingerian				f	2016-02-10 15:46:35.852023	2016-02-10 15:46:35.852023
184244				Robert Dunigan	profile/Robert_Dunigan				f	2016-02-10 15:46:36.153683	2016-02-10 15:46:36.153683
184245				Michael P. Dentato	profile/Michael_Dentato				f	2016-02-10 15:46:36.467943	2016-02-10 15:46:36.467943
184247				Karel Netocny	profile/Karel_Netocny				f	2016-02-10 15:46:37.110578	2016-02-10 15:46:37.110578
184248				Aernout van enter	profile/Aernout_Van_enter				f	2016-02-10 15:46:37.579289	2016-02-10 15:46:37.579289
184249				Fabio Martinelli	profile/Fabio_Martinelli				f	2016-02-10 15:46:38.014516	2016-02-10 15:46:38.014516
184250				Gerard Barkema	profile/Gerard_Barkema				f	2016-02-10 15:46:38.452488	2016-02-10 15:46:38.452488
184251				Winny O'Kelly de Galway	profile/Winny_Okelly_De_Galway				f	2016-02-10 15:46:38.734695	2016-02-10 15:46:38.734695
184253				Robert John Johnston	profile/Robert_Johnston8				f	2016-02-10 15:46:39.996062	2016-02-10 15:46:39.996062
184254				Jeremy A Lynch	profile/Jeremy_Lynch2				f	2016-02-10 15:46:40.306924	2016-02-10 15:46:40.306924
184255				Esteban O Mazzoni	profile/Esteban_Mazzoni				f	2016-02-10 15:46:40.585251	2016-02-10 15:46:40.585251
184256				Arzu Çelik	profile/Arzu_Celik2				f	2016-02-10 15:46:40.871603	2016-02-10 15:46:40.871603
184257				Javier Morante	profile/Javier_Morante				f	2016-02-10 15:46:41.119168	2016-02-10 15:46:41.119168
184259				Edward Ku	profile/Edward_Ku				f	2016-02-10 15:46:41.813924	2016-02-10 15:46:41.813924
184260				I-Ling Ling	profile/I_Ling_Ling				f	2016-02-10 15:46:42.074858	2016-02-10 15:46:42.074858
184261				Jacob Y.H. Jou	profile/Jacob_Jou				f	2016-02-10 15:46:42.361923	2016-02-10 15:46:42.361923
184262				Wen-Hsien Huang	researcher/2050589930_Wen-Hsien_Huang				f	2016-02-10 15:46:42.815216	2016-02-10 15:46:42.815216
184263				Rong-Da Liang	researcher/2050605704_Rong-Da_Liang				f	2016-02-10 15:46:43.186331	2016-02-10 15:46:43.186331
184265				sung yun Cho	profile/Sung_yun_Cho				f	2016-02-10 15:46:44.571352	2016-02-10 15:46:44.571352
184266				Sanghee Kim	profile/Sanghee_Kim2				f	2016-02-10 15:46:44.878445	2016-02-10 15:46:44.878445
184268				Eric Peters	profile/Eric_Peters4				f	2016-02-10 15:46:45.544565	2016-02-10 15:46:45.544565
184269				Soon-Sun Hong	profile/Soon-Sun_Hong				f	2016-02-10 15:46:45.829054	2016-02-10 15:46:45.829054
184271				Benjamin Godwin	profile/Benjamin_Godwin				f	2016-02-10 15:46:46.951006	2016-02-10 15:46:46.951006
184272				Jabi Shriki	profile/Jabi_Shriki				f	2016-02-10 15:46:47.505124	2016-02-10 15:46:47.505124
184274				Ernst-Ulrich Würthwein	profile/Ernst-Ulrich_Wuerthwein				f	2016-02-10 15:46:51.5692	2016-02-10 15:46:51.5692
184275				Nikolay O. Mchedlov-Petrossyan	profile/Nikolay_Mchedlov-Petrossyan				f	2016-02-10 15:46:51.871994	2016-02-10 15:46:51.871994
184276				Josef Knecht	profile/Josef_Knecht				f	2016-02-10 15:46:52.163306	2016-02-10 15:46:52.163306
184395				Jason M Wilken	profile/Jason_Wilken3				f	2016-02-10 15:48:09.173077	2016-02-10 15:48:09.173077
184396				Kenneth L Cameron	profile/Kenneth_Cameron				f	2016-02-10 15:48:09.506924	2016-02-10 15:48:09.506924
184229		6490		I.A. Ojiako	profile/Ia_Ojiako	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg	PhD	Value Chain Economist and M&E Specialist	t	2016-02-10 15:46:25.403612	2016-02-10 21:20:25.424048
184220	3317843	381	2010	Chunhua Weng	profile/Chunhua_Weng	http://i1.rgstatic.net/i/profile/9fcfd5027e7596c91a_l_5ff73.jpg	PhD	Associate Professor	t	2016-02-10 15:46:22.535158	2016-02-10 15:46:22.582383
62352	3358697			Clermont E Dionne	profile/Clermont_Dionne	http://i1.rgstatic.net/i/profile/f2faf4f79c1640bd65_l_8ae1c.jpg	PhD in Epidemiology, U Washington (Seattle) 1995	Professor (Full)	t	2016-02-09 18:43:17.036934	2016-02-10 15:46:49.64348
184270	3330683	839	8690	Christopher Lee	profile/Christopher_Lee9	http://i1.rgstatic.net/i/profile/6a85e5433fa04531fd_l_f9e97.jpg			t	2016-02-10 15:46:46.582334	2016-02-10 15:46:46.649128
184217	3332617	644	15716	Clement L Ren	profile/Clement_Ren	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:46:21.007199	2016-02-10 15:46:21.094079
184258	3335242	4347		Chun-Ming Yang	profile/Chun-Ming_Yang	http://i1.rgstatic.net/i/profile/60b7d54106b1e6b447_l_c2c94.jpg	PhD in Marketing	Principal Investigator	t	2016-02-10 15:46:41.638829	2016-02-10 15:46:41.692719
184237	3350287	3115		Christopher R Grindle	profile/Christopher_Grindle	http://i1.rgstatic.net/i/profile/3deec54afee7d42d8d_l_7a762.jpg		Professor (Assistant)	t	2016-02-10 15:46:32.167382	2016-02-10 15:46:32.219413
184252	3263390	1333	16793	Claude Desplan	profile/Claude_Desplan	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:46:39.787689	2016-02-10 15:46:39.868866
184246	3259497	221	16792	Christian Maes	profile/Christian_Maes2	http://i1.rgstatic.net/i/profile/3deec51d667bb7640f_l_6f326.jpg		Theoretical and mathematical physics	t	2016-02-10 15:46:36.86156	2016-02-10 15:46:36.911345
184240	3360988	3295	16791	Christopher Tompkins	profile/Christopher_Tompkins	http://c1.rgstatic.net/m/17590072814261/images/template/default/profile/profile_default_l.jpg			t	2016-02-10 15:46:35.155581	2016-02-10 15:46:35.199917
184062	3329378	159	2398	Christopher Sherwood	profile/Christopher_Sherwood	http://i1.rgstatic.net/i/profile/60b7d53da3fecef775_l_ade26.jpg	PhD	Research Oceanographer	t	2016-02-10 15:44:49.956953	2016-02-10 15:46:47.978507
184264	3377867	3836	16794	Jongkook Lee	profile/Jongkook_Lee	http://i1.rgstatic.net/i/profile/d922b4f7b8d597e7df_l_0dd8d.jpg	Ph.D.	Associate Dean	t	2016-02-10 15:46:44.373751	2016-02-10 15:46:44.43409
